TIPO DE RESIDUO,TONELADAS,MES,ANO
SELETIVA,7443.89,out,2015
VARRICAO,8560.5,out,2015
VARRICAO MECANIZADA,0.0,out,2015
ALIM VENCIDOS,0.0,nov,2015
ANIMAIS,9.08,nov,2015
DIVERSOS,30235.07,nov,2015
DIVERSOS-EMAE,,nov,2015
DOMICILIAR,317818.79,nov,2015
ENTULHO APREENDIDO,0.0,nov,2015
ENTULHO MANUAL,4067.89,nov,2015
ENTULHO MECANIZADO,50049.17,nov,2015
ESGOTO,14179.71,nov,2015
FEIRA LIVRE,8554.26,nov,2015
GG SAUDE,2694.17,nov,2015
PG SAUDE,570.72,nov,2015
PODA,4138.26,nov,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1050.21,nov,2015
RESIDUOS DE BOCA DE LOBO,744.93,nov,2015
RESIDUOS DE CORREGOS,11225.8,nov,2015
RESIDUOS DE PISCINAO,14961.28,nov,2015
SELETIVA,7274.23,nov,2015
VARRICAO,7267.11,nov,2015
VARRICAO MECANIZADA,0.0,nov,2015
ALIM VENCIDOS,0.0,dez,2015
ANIMAIS,11.86,dez,2015
DIVERSOS,35004.43,dez,2015
DIVERSOS-EMAE,,dez,2015
DOMICILIAR,355989.64,dez,2015
ENTULHO APREENDIDO,0.0,dez,2015
ENTULHO MANUAL,4016.85,dez,2015
ENTULHO MECANIZADO,50191.73,dez,2015
ESGOTO,10913.15,dez,2015
FEIRA LIVRE,8132.03,dez,2015
GG SAUDE,2641.38,dez,2015
PG SAUDE,592.15,dez,2015
PODA,4426.08,dez,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1376.19,dez,2015
RESIDUOS DE BOCA DE LOBO,766.45,dez,2015
RESIDUOS DE CORREGOS,11865.7,dez,2015
RESIDUOS DE PISCINAO,18632.52,dez,2015
SELETIVA,8890.59,dez,2015
VARRICAO,8852.81,dez,2015
VARRICAO MECANIZADA,0.0,dez,2015
ANIMAIS,7.27,jan,2016
DIVERSOS,32631.94,jan,2016
DIVERSOS-EMAE,0.0,jan,2016
DOMICILIAR,308816.42,jan,2016
ENTULHO APREENDIDO,7.64,jan,2016
ENTULHO MANUAL,4032.91,jan,2016
ENTULHO MECANIZADO,47739.85,jan,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,jan,2016
ESGOTO,10264.2,jan,2016
FEIRA LIVRE,7569.08,jan,2016
GG SAUDE,2560.78,jan,2016
LIMPEZA URBANA,7.42,jan,2016
PG SAUDE,530.12,jan,2016
PODA,3974.01,jan,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1472.04,jan,2016
RESIDUOS DE BOCA DE LOBO,971.59,jan,2016
RESIDUOS DE CORREGOS,9616.72,jan,2016
RESIDUOS DE ECOPONTO,3239.86,jan,2016
RESIDUOS DE PISCINAO,14626.67,jan,2016
SELETIVA,7843.91,jan,2016
VARRICAO,7972.37,jan,2016
VARRICAO MECANIZADA,0.0,jan,2016
ANIMAIS,8.97,fev,2016
DIVERSOS,30273.91,fev,2016
DIVERSOS-EMAE,6.7,fev,2016
DOMICILIAR,311090.9,fev,2016
ENTULHO APREENDIDO,0.0,fev,2016
ENTULHO MANUAL,4968.6,fev,2016
ENTULHO MECANIZADO,35860.05,fev,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,fev,2016
ESGOTO,10974.74,fev,2016
FEIRA LIVRE,7532.3,fev,2016
GG SAUDE,2603.03,fev,2016
LIMPEZA URBANA,0.0,fev,2016
PG SAUDE,563.72,fev,2016
PODA,4212.56,fev,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1213.49,fev,2016
RESIDUOS DE BOCA DE LOBO,894.82,fev,2016
RESIDUOS DE CORREGOS,11030.09,fev,2016
RESIDUOS DE ECOPONTO,18047.84,fev,2016
RESIDUOS DE PISCINAO,16698.96,fev,2016
SELETIVA,7111.68,fev,2016
VARRICAO,8409.82,fev,2016
VARRICAO MECANIZADA,0.0,fev,2016
ANIMAIS,9.9,mar,2016
DIVERSOS,29043.38,mar,2016
DIVERSOS-EMAE,0.0,mar,2016
DOMICILIAR,326372.63,mar,2016
ENTULHO APREENDIDO,0.0,mar,2016
ENTULHO MANUAL,5034.99,mar,2016
ENTULHO MECANIZADO,35255.92,mar,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,mar,2016
ESGOTO,12907.86,mar,2016
FEIRA LIVRE,7595.83,mar,2016
GG SAUDE,2964.65,mar,2016
LIMPEZA URBANA,0.0,mar,2016
PG SAUDE,644.48,mar,2016
PODA,4706.43,mar,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1227.05,mar,2016
RESIDUOS DE BOCA DE LOBO,812.16,mar,2016
RESIDUOS DE CORREGOS,13090.57,mar,2016
RESIDUOS DE ECOPONTO,22652.04,mar,2016
RESIDUOS DE PISCINAO,16578.94,mar,2016
SELETIVA,7420.98,mar,2016
VARRICAO,8630.23,mar,2016
VARRICAO MECANIZADA,0.0,mar,2016
ANIMAIS,9.31,abr,2016
DIVERSOS,26960.04,abr,2016
DIVERSOS-EMAE,0.0,abr,2016
DOMICILIAR,298579.67,abr,2016
ENTULHO APREENDIDO,0.0,abr,2016
ENTULHO MANUAL,4934.96,abr,2016
ENTULHO MECANIZADO,31122.19,abr,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,abr,2016
ESGOTO,13560.04,abr,2016
FEIRA LIVRE,7330.93,abr,2016
GG SAUDE,2885.4,abr,2016
LIMPEZA URBANA,0.0,abr,2016
PG SAUDE,638.63,abr,2016
PODA,3721.31,abr,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1061.29,abr,2016
RESIDUOS DE BOCA DE LOBO,820.43,abr,2016
RESIDUOS DE CORREGOS,13485.6,abr,2016
RESIDUOS DE ECOPONTO,23808.65,abr,2016
RESIDUOS DE PISCINAO,18482.0,abr,2016
SELETIVA,6974.57,abr,2016
VARRICAO,8376.15,abr,2016
VARRICAO MECANIZADA,6.22,abr,2016
ANIMAIS,6.66,mai,2016
DIVERSOS,22351.28,mai,2016
DIVERSOS-EMAE,0.0,mai,2016
DOMICILIAR,294471.51,mai,2016
ENTULHO APREENDIDO,0.0,mai,2016
ENTULHO MANUAL,4872.74,mai,2016
ENTULHO MECANIZADO,31755.66,mai,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,6.88,mai,2016
ESGOTO,12797.39,mai,2016
FEIRA LIVRE,7017.5,mai,2016
GG SAUDE,2864.36,mai,2016
LIMPEZA URBANA,0.0,mai,2016
PG SAUDE,617.27,mai,2016
PODA,3624.87,mai,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1002.91,mai,2016
RESIDUOS DE BOCA DE LOBO,949.61,mai,2016
RESIDUOS DE CORREGOS,13479.94,mai,2016
RESIDUOS DE ECOPONTO,23580.5,mai,2016
RESIDUOS DE PISCINAO,15696.84,mai,2016
SELETIVA,6887.3,mai,2016
VARRICAO,7523.48,mai,2016
VARRICAO MECANIZADA,0.0,mai,2016
ANIMAIS,7.21,jun,2016
DIVERSOS,23596.75,jun,2016
DIVERSOS-EMAE,0.0,jun,2016
DOMICILIAR,285445.03,jun,2016
ENTULHO APREENDIDO,0.0,jun,2016
ENTULHO MANUAL,5691.01,jun,2016
ENTULHO MECANIZADO,33791.98,jun,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,jun,2016
ESGOTO,12351.82,jun,2016
FEIRA LIVRE,7060.56,jun,2016
GG SAUDE,2880.14,jun,2016
LIMPEZA URBANA,0.0,jun,2016
PG SAUDE,651.59,jun,2016
PODA,3809.45,jun,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1008.56,jun,2016
RESIDUOS DE BOCA DE LOBO,946.04,jun,2016
RESIDUOS DE CORREGOS,12786.43,jun,2016
RESIDUOS DE ECOPONTO,26554.38,jun,2016
RESIDUOS DE PISCINAO,20160.0,jun,2016
SELETIVA,6972.55,jun,2016
VARRICAO,7392.58,jun,2016
VARRICAO MECANIZADA,0.0,jun,2016
ANIMAIS,7.54,jul,2016
DIVERSOS,23546.52,jul,2016
DIVERSOS-EMAE,0.0,jul,2016
DOMICILIAR,282656.97,jul,2016
ENTULHO APREENDIDO,0.0,jul,2016
ENTULHO MANUAL,5438.03,jul,2016
ENTULHO MECANIZADO,31054.29,jul,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,jul,2016
ESGOTO,3440.13,jul,2016
FEIRA LIVRE,7065.34,jul,2016
GG SAUDE,2883.07,jul,2016
LIMPEZA URBANA,0.0,jul,2016
PG SAUDE,628.69,jul,2016
PODA,3182.33,jul,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1001.31,jul,2016
RESIDUOS DE BOCA DE LOBO,1008.91,jul,2016
RESIDUOS DE CORREGOS,12361.29,jul,2016
RESIDUOS DE ECOPONTO,27516.11,jul,2016
RESIDUOS DE PISCINAO,15772.39,jul,2016
SELETIVA,6682.07,jul,2016
VARRICAO,7887.02,jul,2016
VARRICAO MECANIZADA,11.06,jul,2016
ANIMAIS,7.09,ago,2016
DIVERSOS,23258.76,ago,2016
DIVERSOS-EMAE,0.0,ago,2016
DOMICILIAR,297553.51,ago,2016
ENTULHO APREENDIDO,0.0,ago,2016
ENTULHO MANUAL,6026.92,ago,2016
ENTULHO MECANIZADO,32093.45,ago,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,ago,2016
ESGOTO,18473.17,ago,2016
FEIRA LIVRE,6370.73,ago,2016
GG SAUDE,2931.93,ago,2016
LIMPEZA URBANA,4.42,ago,2016
PG SAUDE,664.65,ago,2016
PODA,3273.0,ago,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,968.84,ago,2016
RESIDUOS DE BOCA DE LOBO,1076.17,ago,2016
RESIDUOS DE CORREGOS,10615.66,ago,2016
RESIDUOS DE ECOPONTO,29815.35,ago,2016
RESIDUOS DE PISCINAO,13467.56,ago,2016
SELETIVA,7091.98,ago,2016
VARRICAO,8016.2,ago,2016
VARRICAO MECANIZADA,0.0,ago,2016
ANIMAIS,6.32,set,2016
DIVERSOS,20503.86,set,2016
DIVERSOS-EMAE,0.0,set,2016
DOMICILIAR,284915.81,set,2016
ENTULHO APREENDIDO,1.53,set,2016
ENTULHO MANUAL,5424.48,set,2016
ENTULHO MECANIZADO,28032.3,set,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,set,2016
ESGOTO,18872.38,set,2016
FEIRA LIVRE,7321.69,set,2016
GG SAUDE,2738.37,set,2016
LIMPEZA URBANA,0.0,set,2016
PG SAUDE,615.0,set,2016
PODA,3025.41,set,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,882.63,set,2016
RESIDUOS DE BOCA DE LOBO,1360.43,set,2016
RESIDUOS DE CORREGOS,10350.65,set,2016
RESIDUOS DE ECOPONTO,28656.53,set,2016
RESIDUOS DE PISCINAO,13481.03,set,2016
SELETIVA,6704.79,set,2016
VARRICAO,7665.35,set,2016
VARRICAO MECANIZADA,0.0,set,2016
ANIMAIS,4.9,out,2016
DIVERSOS,20631.51,out,2016
DIVERSOS-EMAE,0.0,out,2016
DOMICILIAR,293484.54,out,2016
ENTULHO APREENDIDO,0.0,out,2016
ENTULHO MANUAL,5389.37,out,2016
ENTULHO MECANIZADO,28298.77,out,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,out,2016
ESGOTO,14448.44,out,2016
FEIRA LIVRE,7089.6,out,2016
GG SAUDE,2777.96,out,2016
LIMPEZA URBANA,0.0,out,2016
PG SAUDE,684.62,out,2016
PODA,2786.57,out,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,857.72,out,2016
RESIDUOS DE BOCA DE LOBO,1554.69,out,2016
RESIDUOS DE CORREGOS,11821.24,out,2016
RESIDUOS DE ECOPONTO,27561.35,out,2016
RESIDUOS DE PISCINAO,5440.95,out,2016
SELETIVA,6817.51,out,2016
VARRICAO,8243.78,out,2016
VARRICAO MECANIZADA,0.0,out,2016
ANIMAIS,6.08,nov,2016
DIVERSOS,19143.34,nov,2016
DIVERSOS-EMAE,0.0,nov,2016
DOMICILIAR,264292.4,nov,2016
ENTULHO APREENDIDO,0.0,nov,2016
ENTULHO MANUAL,5250.57,nov,2016
ENTULHO MECANIZADO,22606.8,nov,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,nov,2016
ESGOTO,14340.79,nov,2016
FEIRA LIVRE,6771.15,nov,2016
GG SAUDE,2760.19,nov,2016
LIMPEZA URBANA,3.85,nov,2016
PG SAUDE,607.5,nov,2016
PODA,2779.7,nov,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,483.02,nov,2016
RESIDUOS DE BOCA DE LOBO,959.14,nov,2016
RESIDUOS DE CORREGOS,8369.7,nov,2016
RESIDUOS DE ECOPONTO,27338.83,nov,2016
RESIDUOS DE PISCINAO,7697.96,nov,2016
SELETIVA,5616.41,nov,2016
VARRICAO,7469.26,nov,2016
VARRICAO MECANIZADA,0.0,nov,2016
ANIMAIS,4.31,dez,2016
DIVERSOS,20162.39,dez,2016
DIVERSOS-EMAE,0.0,dez,2016
DOMICILIAR,335830.39,dez,2016
ENTULHO APREENDIDO,0.0,dez,2016
ENTULHO MANUAL,5914.58,dez,2016
ENTULHO MECANIZADO,23533.02,dez,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,dez,2016
ESGOTO,14927.85,dez,2016
FEIRA LIVRE,7652.92,dez,2016
GG SAUDE,2692.17,dez,2016
LIMPEZA URBANA,0.0,dez,2016
PG SAUDE,624.8,dez,2016
PODA,3175.4,dez,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1242.14,dez,2016
RESIDUOS DE BOCA DE LOBO,1115.43,dez,2016
RESIDUOS DE CORREGOS,11401.43,dez,2016
RESIDUOS DE ECOPONTO,28189.54,dez,2016
RESIDUOS DE PISCINAO,17333.62,dez,2016
SELETIVA,8466.7,dez,2016
VARRICAO,8161.75,dez,2016
VARRICAO MECANIZADA,0.0,dez,2016
ALIM VENCIDOS,1.37,jan,2017
ANIMAIS,2.87,jan,2017
DIVERSOS,18855.02,jan,2017
DOMICILIAR,318691.59,jan,2017
ENTULHO APREENDIDO,0.0,jan,2017
ENTULHO MANUAL,4817.97,jan,2017
ENTULHO MECANIZADO,24349.49,jan,2017
ESGOTO,14771.06,jan,2017
FEIRA LIVRE,6852.35,jan,2017
GG SAUDE,2691.43,jan,2017
PG SAUDE,555.03,jan,2017
PODA,3597.54,jan,2017
REJEITO,0.0,jan,2017
REJEITO-CMT CMJ,1191.64,jan,2017
RESIDUOS DE BOCA DE LOBO,818.7,jan,2017
RESIDUOS DE CORREGOS,9253.45,jan,2017
RESIDUOS DE ECOPONTO,26459.22,jan,2017
RESIDUOS DE PISCINAO,13010.15,jan,2017
SELETIVA,8097.71,jan,2017
VARRICAO,7732.0,jan,2017
VARRICAO MECANIZADA,0.0,jan,2017
ALIM VENCIDOS,0.0,fev,2017
ANIMAIS,1.91,fev,2017
DIVERSOS,17572.45,fev,2017
DOMICILIAR,286865.31,fev,2017
ENTULHO APREENDIDO,0.0,fev,2017
ENTULHO MANUAL,5013.37,fev,2017
ENTULHO MECANIZADO,27260.35,fev,2017
ESGOTO,12586.39,fev,2017
FEIRA LIVRE,6351.45,fev,2017
GG SAUDE,2586.19,fev,2017
PG SAUDE,586.88,fev,2017
PODA,2931.32,fev,2017
REJEITO,0.0,fev,2017
REJEITO-CMT CMJ,940.14,fev,2017
RESIDUOS DE BOCA DE LOBO,772.5,fev,2017
RESIDUOS DE CORREGOS,9018.01,fev,2017
RESIDUOS DE ECOPONTO,27100.99,fev,2017
RESIDUOS DE PISCINAO,8253.15,fev,2017
SELETIVA,6968.74,fev,2017
VARRICAO,7506.87,fev,2017
VARRICAO MECANIZADA,0.0,fev,2017
ALIM VENCIDOS,0.0,mar,2017
ANIMAIS,2.48,mar,2017
DIVERSOS,20837.57,mar,2017
DOMICILIAR,315652.06,mar,2017
ENTULHO APREENDIDO,0.0,mar,2017
ENTULHO MANUAL,5445.18,mar,2017
ENTULHO MECANIZADO,31922.53,mar,2017
ESGOTO,15395.58,mar,2017
FEIRA LIVRE,7165.82,mar,2017
GG SAUDE,2958.74,mar,2017
PG SAUDE,667.16,mar,2017
PODA,4053.63,mar,2017
REJEITO,0.0,mar,2017
REJEITO-CMT CMJ,981.54,mar,2017
RESIDUOS DE BOCA DE LOBO,1100.28,mar,2017
RESIDUOS DE CORREGOS,12620.16,mar,2017
RESIDUOS DE ECOPONTO,32445.62,mar,2017
RESIDUOS DE PISCINAO,10046.88,mar,2017
SELETIVA,7537.98,mar,2017
VARRICAO,7787.35,mar,2017
VARRICAO MECANIZADA,0.0,mar,2017
ALIM VENCIDOS,0.0,abr,2017
ANIMAIS,1.76,abr,2017
DIVERSOS,18557.36,abr,2017
DOMICILIAR,283021.19,abr,2017
ENTULHO APREENDIDO,0.0,abr,2017
ENTULHO MANUAL,3307.39,abr,2017
ENTULHO MECANIZADO,28697.93,abr,2017
ESGOTO,16460.74,abr,2017
FEIRA LIVRE,6767.72,abr,2017
GG SAUDE,2730.2,abr,2017
PG SAUDE,584.31,abr,2017
PODA,2790.83,abr,2017
REJEITO,0.0,abr,2017
REJEITO-CMT CMJ,924.86,abr,2017
RESIDUOS DE BOCA DE LOBO,766.75,abr,2017
RESIDUOS DE CORREGOS,8876.0,abr,2017
RESIDUOS DE ECOPONTO,26949.45,abr,2017
RESIDUOS DE PISCINAO,5971.21,abr,2017
SELETIVA,6575.36,abr,2017
VARRICAO,6965.81,abr,2017
VARRICAO MECANIZADA,0.0,abr,2017
ALIM VENCIDOS,0.0,mai,2017
ANIMAIS,5.09,mai,2017
DIVERSOS,20666.48,mai,2017
DOMICILIAR,319647.63,mai,2017
ENTULHO APREENDIDO,0.0,mai,2017
ENTULHO MANUAL,4036.36,mai,2017
ENTULHO MECANIZADO,40178.34,mai,2017
ESGOTO,18959.14,mai,2017
FEIRA LIVRE,6751.04,mai,2017
GG SAUDE,3002.94,mai,2017
PG SAUDE,745.62,mai,2017
PODA,3269.66,mai,2017
REJEITO,0.0,mai,2017
REJEITO-CMT CMJ,1192.27,mai,2017
RESIDUOS DE BOCA DE LOBO,937.63,mai,2017
RESIDUOS DE CORREGOS,9818.1,mai,2017
RESIDUOS DE ECOPONTO,30856.59,mai,2017
RESIDUOS DE PISCINAO,14597.97,mai,2017
SELETIVA,7416.57,mai,2017
VARRICAO,7929.92,mai,2017
VARRICAO MECANIZADA,8.82,mai,2017
ALIM VENCIDOS,0.0,jun,2017
ANIMAIS,3.81,jun,2017
DIVERSOS,19949.46,jun,2017
DOMICILIAR,300183.54,jun,2017
ENTULHO APREENDIDO,25.37,jun,2017
ENTULHO MANUAL,4500.42,jun,2017
ENTULHO MECANIZADO,41953.02,jun,2017
ESGOTO,17911.05,jun,2017
FEIRA LIVRE,6661.99,jun,2017
GG SAUDE,2897.23,jun,2017
PG SAUDE,665.34,jun,2017
PODA,2847.99,jun,2017
REJEITO,0.0,jun,2017
REJEITO-CMT CMJ,1123.23,jun,2017
RESIDUOS DE BOCA DE LOBO,1165.89,jun,2017
RESIDUOS DE CORREGOS,7661.18,jun,2017
RESIDUOS DE ECOPONTO,30236.43,jun,2017
RESIDUOS DE PISCINAO,14030.05,jun,2017
SELETIVA,6929.77,jun,2017
VARRICAO,7496.26,jun,2017
VARRICAO MECANIZADA,0.0,jun,2017
ALIM VENCIDOS,0.0,jul,2017
ANIMAIS,1.86,jul,2017
DIVERSOS,20227.89,jul,2017
DOMICILIAR,292945.52,jul,2017
ENTULHO APREENDIDO,8.74,jul,2017
ENTULHO MANUAL,5196.89,jul,2017
ENTULHO MECANIZADO,46628.0,jul,2017
ESGOTO,17286.0,jul,2017
FEIRA LIVRE,6669.54,jul,2017
GG SAUDE,2902.53,jul,2017
PG SAUDE,675.39,jul,2017
PODA,2782.76,jul,2017
REJEITO,0.0,jul,2017
REJEITO-CMT CMJ,1030.47,jul,2017
RESIDUOS DE BOCA DE LOBO,1426.1,jul,2017
RESIDUOS DE CORREGOS,7357.6,jul,2017
RESIDUOS DE ECOPONTO,31914.64,jul,2017
RESIDUOS DE PISCINAO,12467.51,jul,2017
SELETIVA,6825.52,jul,2017
VARRICAO,7158.59,jul,2017
VARRICAO MECANIZADA,10.56,jul,2017
ALIM VENCIDOS,0.0,ago,2017
ANIMAIS,4.92,ago,2017
DIVERSOS,19300.43,ago,2017
DOMICILIAR,308302.2,ago,2017
ENTULHO APREENDIDO,7.86,ago,2017
ENTULHO MANUAL,5466.63,ago,2017
ENTULHO MECANIZADO,44615.45,ago,2017
ESGOTO,18033.45,ago,2017
FEIRA LIVRE,6734.78,ago,2017
GG SAUDE,2949.89,ago,2017
PG SAUDE,736.53,ago,2017
PODA,2664.92,ago,2017
REJEITO,0.0,ago,2017
REJEITO-CMT CMJ,1124.89,ago,2017
RESIDUOS DE BOCA DE LOBO,1590.21,ago,2017
RESIDUOS DE CORREGOS,8893.87,ago,2017
RESIDUOS DE ECOPONTO,33045.76,ago,2017
RESIDUOS DE PISCINAO,14106.98,ago,2017
SELETIVA,7383.82,ago,2017
VARRICAO,8387.21,ago,2017
VARRICAO MECANIZADA,10.19,ago,2017
ALIM VENCIDOS,0.0,set,2017
ANIMAIS,3.48,set,2017
DIVERSOS,17655.3,set,2017
DOMICILIAR,302219.17,set,2017
ENTULHO APREENDIDO,6.92,set,2017
ENTULHO MANUAL,4770.52,set,2017
ENTULHO MECANIZADO,39618.37,set,2017
ESGOTO,18253.1,set,2017
FEIRA LIVRE,7052.55,set,2017
GG SAUDE,2796.73,set,2017
PG SAUDE,699.35,set,2017
PODA,2237.27,set,2017
REJEITO,0.0,set,2017
REJEITO-CMT CMJ,1023.95,set,2017
RESIDUOS DE BOCA DE LOBO,1464.76,set,2017
RESIDUOS DE CORREGOS,9267.15,set,2017
RESIDUOS DE ECOPONTO,31778.24,set,2017
RESIDUOS DE PISCINAO,19738.0,set,2017
SELETIVA,7109.0,set,2017
VARRICAO,7325.92,set,2017
VARRICAO MECANIZADA,20.69,set,2017
ALIM VENCIDOS,0.0,out,2017
ANIMAIS,1.67,out,2017
DIVERSOS,18461.39,out,2017
DOMICILIAR,314020.21,out,2017
ENTULHO APREENDIDO,21.9,out,2017
ENTULHO MANUAL,4724.93,out,2017
ENTULHO MECANIZADO,41570.47,out,2017
ESGOTO,20871.05,out,2017
FEIRA LIVRE,6492.7,out,2017
GG SAUDE,2864.79,out,2017
PG SAUDE,724.81,out,2017
PODA,2587.43,out,2017
REJEITO,0.0,out,2017
REJEITO-CMT CMJ,1053.33,out,2017
RESIDUOS DE BOCA DE LOBO,926.12,out,2017
RESIDUOS DE CORREGOS,10631.92,out,2017
RESIDUOS DE ECOPONTO,31485.64,out,2017
RESIDUOS DE PISCINAO,22017.53,out,2017
SELETIVA,7303.19,out,2017
VARRICAO,6968.82,out,2017
VARRICAO MECANIZADA,144.82,out,2017
ALIM VENCIDOS,0.0,nov,2017
ANIMAIS,2.92,nov,2017
DIVERSOS,18534.13,nov,2017
DOMICILIAR,308167.3,nov,2017
ENTULHO APREENDIDO,26.17,nov,2017
ENTULHO MANUAL,4648.98,nov,2017
ENTULHO MECANIZADO,37899.02,nov,2017
ESGOTO,20930.89,nov,2017
FEIRA LIVRE,6196.66,nov,2017
GG SAUDE,2754.9,nov,2017
PG SAUDE,700.86,nov,2017
PODA,2594.13,nov,2017
REJEITO,0.0,nov,2017
REJEITO-CMT CMJ,1053.07,nov,2017
RESIDUOS DE BOCA DE LOBO,721.66,nov,2017
RESIDUOS DE CORREGOS,7156.34,nov,2017
RESIDUOS DE ECOPONTO,31633.68,nov,2017
RESIDUOS DE PISCINAO,26005.17,nov,2017
SELETIVA,7440.26,nov,2017
VARRICAO,10199.14,nov,2017
VARRICAO MECANIZADA,53.2,nov,2017
ALIM VENCIDOS,0.0,dez,2017
ANIMAIS,3.65,dez,2017
DIVERSOS,19652.42,dez,2017
DOMICILIAR,299875.67,dez,2017
ENTULHO APREENDIDO,0.0,dez,2017
ENTULHO MANUAL,4519.85,dez,2017
ENTULHO MECANIZADO,38918.03,dez,2017
ESGOTO,20464.2,dez,2017
FEIRA LIVRE,6533.26,dez,2017
GG SAUDE,2667.43,dez,2017
PG SAUDE,666.74,dez,2017
PODA,1413.98,dez,2017
REJEITO,0.0,dez,2017
REJEITO-CMT CMJ,1140.86,dez,2017
RESIDUOS DE BOCA DE LOBO,740.64,dez,2017
RESIDUOS DE CORREGOS,7940.84,dez,2017
RESIDUOS DE ECOPONTO,32264.28,dez,2017
RESIDUOS DE PISCINAO,28670.46,dez,2017
SELETIVA,8332.62,dez,2017
VARRICAO,10333.31,dez,2017
VARRICAO MECANIZADA,22.09,dez,2017
ALIM VENCIDOS,0.0,jan,2018
ANIMAIS,2.08,jan,2018
DIVERSOS,18644.22,jan,2018
DOMICILIAR,364262.97,jan,2018
ENTULHO APREENDIDO,23.24,jan,2018
ENTULHO MANUAL,4851.41,jan,2018
ENTULHO MECANIZADO,41901.74,jan,2018
ESGOTO,19667.15,jan,2018
FEIRA LIVRE,6071.84,jan,2018
GG SAUDE,2722.67,jan,2018
PG SAUDE,642.52,jan,2018
PODA,3122.83,jan,2018
REJEITO,0.0,jan,2018
REJEITO-CMT CMJ,1235.86,jan,2018
RESIDUOS DE BOCA DE LOBO,706.86,jan,2018
RESIDUOS DE CORREGOS,9525.26,jan,2018
RESIDUOS DE ECOPONTO,30341.43,jan,2018
RESIDUOS DE PISCINAO,13139.55,jan,2018
SELETIVA,7735.87,jan,2018
VARRICAO,7058.05,jan,2018
VARRICAO MECANIZADA,5.28,jan,2018
ALIM VENCIDOS,0.0,fev,2018
ANIMAIS,1.8,fev,2018
DIVERSOS,18396.62,fev,2018
DOMICILIAR,290663.37,fev,2018
ENTULHO APREENDIDO,15.02,fev,2018
ENTULHO MANUAL,4490.55,fev,2018
ENTULHO MECANIZADO,39529.16,fev,2018
ESGOTO,18039.83,fev,2018
FEIRA LIVRE,5577.81,fev,2018
GG SAUDE,2540.75,fev,2018
PG SAUDE,616.52,fev,2018
PODA,2176.01,fev,2018
REJEITO,0.0,fev,2018
REJEITO-CMT CMJ,1025.96,fev,2018
RESIDUOS DE BOCA DE LOBO,756.81,fev,2018
RESIDUOS DE CORREGOS,6315.12,fev,2018
RESIDUOS DE ECOPONTO,31229.73,fev,2018
RESIDUOS DE PISCINAO,16060.13,fev,2018
SELETIVA,6281.7,fev,2018
VARRICAO,6837.29,fev,2018
VARRICAO MECANIZADA,1.12,fev,2018
ALIM VENCIDOS,0.0,mar,2018
ANIMAIS,2.35,mar,2018
DIVERSOS,20431.31,mar,2018
DOMICILIAR,328072.44,mar,2018
ENTULHO APREENDIDO,14.22,mar,2018
ENTULHO MANUAL,5098.62,mar,2018
ENTULHO MECANIZADO,42499.88,mar,2018
ESGOTO,18787.17,mar,2018
FEIRA LIVRE,6236.49,mar,2018
GG SAUDE,2956.08,mar,2018
PG SAUDE,730.04,mar,2018
PODA,2320.57,mar,2018
REJEITO,0.0,mar,2018
REJEITO-CMT CMJ,1025.12,mar,2018
RESIDUOS DE BOCA DE LOBO,743.83,mar,2018
RESIDUOS DE CORREGOS,7077.64,mar,2018
RESIDUOS DE ECOPONTO,35159.4,mar,2018
RESIDUOS DE PISCINAO,13445.39,mar,2018
SELETIVA,6891.0,mar,2018
